filename,h2b_id,label
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,648,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3165,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3617,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4178,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4636,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2253,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,5262,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,193,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3149,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1517,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1265,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1979,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,144,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,150,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,116,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,880,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,371,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,365,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4342,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2208,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1932,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1098,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2082,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4395,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3217,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1891,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1661,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2647,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,260,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2874,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2358,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3997,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1447,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1453,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2166,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,739,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2167,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4960,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,711,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1476,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1310,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4747,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,970,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,984,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4035,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2365,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,569,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2652,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1674,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2646,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4237,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1884,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1042,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1927,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2584,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4431,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1903,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2726,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2054,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3410,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,384,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3376,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2547,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,199,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2976,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1788,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2007,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,145,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,810,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1270,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,804,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3606,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,602,0
20220217_h2b halo_cell6_no_ir003.rpt_tracked.trxyt,2077,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3604,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2021,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,854,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,698,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2784,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2005,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3837,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4180,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3412,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2042,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,5088,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,459,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1849,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,212,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,206,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1685,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1110,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1601,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1448,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,908,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2633,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,992,0
20220301_H2B Halo_Field10_no_ir.rpt_tracked.trxyt,394,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,5329,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4989,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,972,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1450,0
20220301_H2B Halo_Field10_no_ir.rpt_tracked.trxyt,2662,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4786,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,788,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,712,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4963,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2183,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1628,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1313,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3995,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2154,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2414,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3598,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,289,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4220,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3229,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4546,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,561,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1690,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2094,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2560,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2206,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1589,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2593,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4340,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2731,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3413,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2236,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,896,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3822,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,813,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1501,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4156,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2020,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3177,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2269,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2034,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,832,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4125,0
20220217_h2b halo_cell5_no_ir.rpt_tracked.trxyt,2253,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1713,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2053,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,629,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1770,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3448,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1288,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1943,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,371,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1032,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4247,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1610,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,248,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1303,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1465,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3272,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,506,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1608,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2434,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1406,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2420,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4737,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,710,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3716,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,5373,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1896,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2347,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4044,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1147,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2456,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1470,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,507,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,261,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1639,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,275,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3515,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2442,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4497,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3313,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,5004,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1262,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2019,0
20220217_h2b halo_cell5_no_ir.rpt_tracked.trxyt,1559,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1510,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,78,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1003,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,600,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,614,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2596,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4859,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,856,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1594,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2734,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4642,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,1048,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1217,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,825,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4132,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1203,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,877,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2044,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,158,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,854,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1569,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,164,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2048,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1015,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2508,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,317,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3463,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2262,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,372,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,5166,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2326,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,268,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2458,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4720,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,5370,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3701,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2130,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2642,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2386,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1388,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,1353,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,724,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2673,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3927,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3728,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,213,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,3270,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2608,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,262,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2455,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1606,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4251,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2973,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,321,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,2539,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,5013,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,484,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,458,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4331,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,1766,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,4325,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,171,0
20220217_h2b halo_cel9_no_ir.rpt_tracked.trxyt,123,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,159,0
20220217_h2b halo_cel8_no_ir.rpt_tracked.trxyt,2595,0
20220217_h2b halo_cell1_no_ir.rpt_tracked.trxyt,2051,0
